M,16,2,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,16,2,60,15.276,10,-10,14.871,10,0,5,14
M,18,2.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,18,2.5,60,17.061,10,-10,16.5562,10,0,5,14
M,20,2.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,20,2.5,60,19.061,10,-10,18.5562,10,0,5,14
M,22,2.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,22,2.5,60,21.061,10,-10,20.5562,10,0,5,14
M,24,3,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,24,3,60,22.87,14,-14,22.2634,14,0,5,13
M,27,3,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,27,3,60,25.87,14,-14,25.2634,14,0,5,13
M,30,3.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,30,3.5,60,28.658,14,-14,27.9507,14,0,5,12
M,33,3.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,33,3.5,60,31.658,14,-14,30.9507,14,0,5,12
M,36,4,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,36,4,60,34.445,14,-14,33.6379,14,0,5,11
M,39,4,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,39,4,60,37.445,14,-14,36.6379,14,0,5,11
M,42,4.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,42,4.5,60,40.234,14,-14,39.3272,14,0,5,11
M,45,4.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,45,4.5,60,43.234,14,-14,42.3272,14,0,5,11
M,48,5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,48,5,60,46.024,14,-14,45.0174,14,0,5,11
M,52,5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,52,5,60,50.024,14,-14,49.0174,14,0,5,11
M,56,5.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,56,5.5,60,53.815,14,-14,52.7076,14,0,5,10
M,60,5.5,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,60,5.5,60,57.815,14,-14,56.7076,14,0,5,10
M,64,6,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,64,6,60,61.61,14,-14,60.4029,14,0,6,10
